ticket_id,airline_name_id,airline_name,flight_number_id,flight_number,class_id,class,price_id,price
8430,3,Vistara,565,UK-877,1,Economy,2657,9933
8431,3,Vistara,598,UK-873,1,Economy,2657,9933
8432,3,Vistara,597,UK-653,1,Economy,2657,9933
8433,3,Vistara,511,UK-875,1,Economy,2659,10248
8434,3,Vistara,565,UK-877,1,Economy,2659,10248
8435,4,GO_FIRST,545,G8-364,1,Economy,2721,9907
8436,6,Air_India,549,AI-643,1,Economy,2722,10143
8437,3,Vistara,598,UK-873,1,Economy,2658,10563
8438,6,Air_India,569,AI-637,1,Economy,1916,10301
8439,5,Indigo,498,6E-6222,1,Economy,2661,10358
8440,6,Air_India,586,AI-629,1,Economy,2723,11613
8441,3,Vistara,599,UK-849,1,Economy,2561,12138
8442,3,Vistara,600,UK-845,1,Economy,2561,12138
8443,3,Vistara,601,UK-857,1,Economy,2561,12138
8444,6,Air_India,508,AI-651,1,Economy,2673,11928
8445,4,GO_FIRST,602,G8-317,1,Economy,2560,12033
8446,6,Air_India,523,AI-673,1,Economy,2724,12379
8447,5,Indigo,498,6E-6222,1,Economy,2617,12506
8448,3,Vistara,550,UK-823,1,Economy,2619,12978
8449,3,Vistara,603,UK-821,1,Economy,2619,12978
8450,3,Vistara,604,UK-827,1,Economy,2619,12978
8451,6,Air_India,588,AI-9919,1,Economy,2675,12663
8452,6,Air_India,575,AI-570,1,Economy,2619,12978
8453,3,Vistara,522,UK-825,1,Economy,2226,14028
8454,6,Air_India,523,AI-673,1,Economy,2679,13818
8455,6,Air_India,574,AI-663,1,Economy,2725,13923
8456,5,Indigo,519,6E-5384,1,Economy,2726,14081
8457,6,Air_India,554,AI-685,1,Economy,2571,14343
8458,4,GO_FIRST,516,G8-349,1,Economy,2727,14893
8459,6,Air_India,523,AI-673,1,Economy,2728,14899
8460,3,Vistara,526,UK-775,1,Economy,2729,15288
8461,6,Air_India,575,AI-570,1,Economy,2685,15183
8462,3,Vistara,526,UK-775,1,Economy,2686,15603
8463,3,Vistara,604,UK-827,1,Economy,2686,15603
8464,3,Vistara,603,UK-821,1,Economy,2686,15603
8465,6,Air_India,523,AI-673,1,Economy,2576,15498
8466,6,Air_India,525,AI-681,1,Economy,2579,15708
8467,3,Vistara,522,UK-825,1,Economy,2730,16653
8468,3,Vistara,510,UK-613,1,Economy,1499,16863
8469,3,Vistara,568,UK-655,1,Economy,2731,17064
8470,3,Vistara,521,UK-771,1,Economy,2695,17703
8471,3,Vistara,555,UK-841,1,Economy,2732,20906
8472,5,Indigo,605,6E-2518,1,Economy,2546,5943
8473,5,Indigo,505,6E-6234,1,Economy,2035,5939
8474,5,Indigo,606,6E-5386,1,Economy,2035,5939
8475,3,Vistara,494,UK-996,1,Economy,2549,6363
8476,3,Vistara,488,UK-940,1,Economy,2549,6363
8477,3,Vistara,472,UK-994,1,Economy,2549,6363
8478,1,SpiceJet,509,SG-4417,1,Economy,2602,6258
8479,5,Indigo,496,6E-6201,1,Economy,2716,6521
8480,1,SpiceJet,543,SG-8702,1,Economy,2359,6782
8481,5,Indigo,607,6E-296,1,Economy,2654,8394
8482,3,Vistara,512,UK-852,1,Economy,2733,9136
8483,5,Indigo,520,6E-5392,1,Economy,180,8885
8484,3,Vistara,502,UK-651,1,Economy,2734,9303
8485,1,SpiceJet,546,SG-276,1,Economy,2735,9067
8486,6,Air_India,569,AI-637,1,Economy,2734,9303
8487,4,GO_FIRST,545,G8-364,1,Economy,2736,9433
8488,6,Air_India,567,AI-627,1,Economy,2656,9828
8489,5,Indigo,534,6E-5372,1,Economy,2737,9868
8490,6,Air_India,492,AI-631,1,Economy,2738,9871
8491,3,Vistara,598,UK-873,1,Economy,2659,10248
8492,2,AirAsia,493,I5-631,1,Economy,2739,9922
8493,6,Air_India,569,AI-637,1,Economy,2660,10616
8494,6,Air_India,585,AI-688,1,Economy,2740,10816
8495,6,Air_India,508,AI-651,1,Economy,79,11048
8496,3,Vistara,597,UK-653,1,Economy,2672,11823
8497,3,Vistara,552,UK-621,1,Economy,2561,12138
8498,6,Air_India,570,AI-655,1,Economy,2741,11866
8499,6,Air_India,514,AI-611,1,Economy,2615,12243
8500,6,Air_India,508,AI-651,1,Economy,2742,12348
8501,6,Air_India,500,AI-649,1,Economy,86,12623
8502,2,AirAsia,486,I5-942,1,Economy,2743,12687
8503,3,Vistara,603,UK-821,1,Economy,2620,13083
8504,6,Air_India,524,AI-9657,1,Economy,2619,12978
8505,6,Air_India,514,AI-611,1,Economy,2565,13241
8506,6,Air_India,514,AI-611,1,Economy,2744,13661
8507,2,AirAsia,493,I5-631,1,Economy,2745,13840
8508,2,AirAsia,582,I5-620,1,Economy,2745,13840
8509,4,GO_FIRST,516,G8-349,1,Economy,2746,13949
8510,3,Vistara,568,UK-655,1,Economy,2747,14544
8511,6,Air_India,554,AI-685,1,Economy,2682,14238
8512,5,Indigo,495,6E-5382,1,Economy,2748,14287
8513,6,Air_India,504,AI-675,1,Economy,2571,14343
8514,1,SpiceJet,584,SG-343,1,Economy,2749,14528
8515,3,Vistara,521,UK-771,1,Economy,2714,14973
8516,5,Indigo,519,6E-5384,1,Economy,2627,14779
8517,6,Air_India,504,AI-675,1,Economy,2685,15183
8518,3,Vistara,526,UK-775,1,Economy,2579,15708
8519,3,Vistara,521,UK-771,1,Economy,2750,15918
8520,3,Vistara,510,UK-613,1,Economy,2751,16023
8521,2,AirAsia,280,I5-767,1,Economy,2579,15708
8522,3,Vistara,603,UK-821,1,Economy,2730,16653
8523,3,Vistara,522,UK-825,1,Economy,2752,17598
8524,6,Air_India,573,AI-645,1,Economy,2753,19111
8525,6,Air_India,577,AI-671,1,Economy,2754,23583
8526,3,Vistara,555,UK-841,1,Economy,2755,29936
8527,6,Air_India,608,AI-864,1,Economy,2546,5943
8528,5,Indigo,607,6E-296,1,Economy,2035,5939
8529,5,Indigo,609,6E-6182,1,Economy,2035,5939
8530,1,SpiceJet,509,SG-4417,1,Economy,2547,6048
8531,5,Indigo,491,6E-168,1,Economy,2601,6153
8532,3,Vistara,544,UK-928,1,Economy,2603,6678
8533,3,Vistara,488,UK-940,1,Economy,2603,6678
8534,5,Indigo,606,6E-5386,1,Economy,2702,6430
8535,5,Indigo,497,6E-176,1,Economy,2702,6430
8536,4,GO_FIRST,528,G8-327,1,Economy,2652,6520
8537,5,Indigo,531,6E-6721,1,Economy,2716,6521
8538,5,Indigo,540,6E-2047,1,Economy,2716,6521
8539,2,AirAsia,493,I5-631,1,Economy,2608,7251
8540,5,Indigo,505,6E-6234,1,Economy,2703,7412
8541,5,Indigo,520,6E-5392,1,Economy,2703,7412
8542,5,Indigo,498,6E-6222,1,Economy,2552,7903
8543,3,Vistara,502,UK-651,1,Economy,2756,9041
8544,5,Indigo,498,6E-6222,1,Economy,2557,9377
8545,4,GO_FIRST,535,G8-365,1,Economy,2736,9433
8546,4,GO_FIRST,545,G8-364,1,Economy,2757,9749
8547,6,Air_India,586,AI-629,1,Economy,2656,9828
8548,2,AirAsia,486,I5-942,1,Economy,2739,9922
8549,6,Air_India,567,AI-627,1,Economy,2722,10143
8550,6,Air_India,569,AI-637,1,Economy,2758,11088
8551,6,Air_India,508,AI-651,1,Economy,998,11363
8552,5,Indigo,520,6E-5392,1,Economy,2669,11456
8553,2,AirAsia,493,I5-631,1,Economy,2759,11461
8554,1,SpiceJet,546,SG-276,1,Economy,2760,11481
8555,5,Indigo,534,6E-5372,1,Economy,2761,12323
8556,3,Vistara,503,UK-863,1,Economy,2762,12716
8557,1,SpiceJet,517,SG-349,1,Economy,2763,12503
8558,2,AirAsia,582,I5-620,1,Economy,2764,12881
8559,3,Vistara,603,UK-821,1,Economy,2725,13923
8560,6,Air_India,523,AI-673,1,Economy,2765,13744
8561,4,GO_FIRST,506,G8-287,1,Economy,2766,13801
8562,6,Air_India,514,AI-611,1,Economy,2726,14081
8563,6,Air_India,575,AI-570,1,Economy,2571,14343
8564,3,Vistara,526,UK-775,1,Economy,2767,14868
8565,5,Indigo,490,6E-939,1,Economy,2627,14779
8566,3,Vistara,521,UK-771,1,Economy,2729,15288
8567,3,Vistara,510,UK-613,1,Economy,2629,16233
8568,3,Vistara,521,UK-771,1,Economy,2691,16968
8569,3,Vistara,522,UK-825,1,Economy,2696,18123
8570,5,Indigo,519,6E-5384,1,Economy,2768,18281
8571,6,Air_India,556,AI-683,1,Economy,2769,18438
8572,3,Vistara,568,UK-655,1,Economy,2753,19111
8573,6,Air_India,524,AI-9657,1,Economy,2770,20171
8574,6,Air_India,554,AI-685,1,Economy,2641,20328
8575,6,Air_India,574,AI-663,1,Economy,2647,22533
8576,4,GO_FIRST,557,G8-382,1,Economy,2771,30723
8577,4,GO_FIRST,560,G8-331,1,Economy,2701,31773
8578,2,AirAsia,493,I5-631,1,Economy,2035,5939
8579,1,SpiceJet,541,SG-2697,1,Economy,2547,6048
8580,5,Indigo,513,6E-574,1,Economy,2601,6153
8581,5,Indigo,487,6E-416,1,Economy,2601,6153
8582,3,Vistara,494,UK-996,1,Economy,2603,6678
8583,4,GO_FIRST,527,G8-329,1,Economy,2652,6520
8584,4,GO_FIRST,530,G8-322,1,Economy,2652,6520
8585,5,Indigo,562,6E-5017,1,Economy,2716,6521
8586,5,Indigo,534,6E-5372,1,Economy,1414,6921
8587,5,Indigo,490,6E-939,1,Economy,2703,7412
8588,6,Air_India,481,AI-442,1,Economy,2772,7623
8589,5,Indigo,495,6E-5382,1,Economy,2654,8394
8590,1,SpiceJet,546,SG-276,1,Economy,2773,9487
8591,3,Vistara,502,UK-651,1,Economy,2774,10038
8592,5,Indigo,607,6E-296,1,Economy,2720,9723
8593,2,AirAsia,582,I5-620,1,Economy,2739,9922
8594,5,Indigo,606,6E-5386,1,Economy,2775,10091
8595,3,Vistara,597,UK-653,1,Economy,2658,10563
8596,3,Vistara,597,UK-653,1,Economy,2660,10616
8597,5,Indigo,519,6E-5384,1,Economy,2661,10358
8598,6,Air_India,508,AI-651,1,Economy,1360,10418
8599,5,Indigo,505,6E-6234,1,Economy,2776,10773
8600,6,Air_India,569,AI-637,1,Economy,2776,10773
8601,5,Indigo,520,6E-5392,1,Economy,2667,10826
8602,4,GO_FIRST,545,G8-364,1,Economy,2777,10903
8603,6,Air_India,548,AI-619,1,Economy,2758,11088
8604,6,Air_India,586,AI-629,1,Economy,2758,11088
8605,1,SpiceJet,517,SG-349,1,Economy,2778,11139
8606,5,Indigo,520,6E-5392,1,Economy,2779,11351
8607,6,Air_India,514,AI-611,1,Economy,2614,11403
8608,6,Air_India,570,AI-655,1,Economy,2780,11551
8609,4,GO_FIRST,516,G8-349,1,Economy,2781,11691
8610,6,Air_India,549,AI-643,1,Economy,2561,12138
8611,1,SpiceJet,584,SG-343,1,Economy,2782,12218
8612,6,Air_India,500,AI-649,1,Economy,917,12728
8613,6,Air_India,508,AI-651,1,Economy,2562,12768
8614,6,Air_India,523,AI-673,1,Economy,2783,12799
8615,3,Vistara,604,UK-827,1,Economy,2567,13398
8616,3,Vistara,550,UK-823,1,Economy,2567,13398
8617,6,Air_India,523,AI-673,1,Economy,2784,13429
8618,3,Vistara,550,UK-823,1,Economy,2679,13818
8619,3,Vistara,526,UK-775,1,Economy,2571,14343
8620,6,Air_India,523,AI-673,1,Economy,2571,14343
8621,3,Vistara,604,UK-827,1,Economy,2767,14868
8622,3,Vistara,603,UK-821,1,Economy,2714,14973
8623,3,Vistara,526,UK-775,1,Economy,2574,15078
8624,3,Vistara,522,UK-825,1,Economy,2687,15393
8625,3,Vistara,521,UK-771,1,Economy,2686,15603
8626,3,Vistara,510,UK-613,1,Economy,1570,15813
8627,6,Air_India,547,AI-774,1,Economy,2576,15498
8628,6,Air_India,504,AI-675,1,Economy,2686,15603
8629,3,Vistara,521,UK-771,1,Economy,2628,16443
8630,6,Air_India,514,AI-611,1,Economy,2752,17598
8631,6,Air_India,523,AI-673,1,Economy,2785,17913
8632,6,Air_India,504,AI-675,1,Economy,2785,17913
8633,4,GO_FIRST,557,G8-382,1,Economy,2636,19173
8634,3,Vistara,552,UK-621,1,Economy,2786,19541
8635,6,Air_India,556,AI-683,1,Economy,2787,20748
8636,6,Air_India,554,AI-685,1,Economy,2644,21483
8637,6,Air_India,524,AI-9657,1,Economy,2788,22481
8638,6,Air_India,574,AI-663,1,Economy,2789,23793
8639,3,Vistara,555,UK-841,1,Economy,2790,31878
8640,2,AirAsia,610,I5-330,1,Economy,859,5944
8641,3,Vistara,544,UK-928,1,Economy,2547,6048
8642,2,AirAsia,611,I5-1569,1,Economy,2035,5939
8643,4,GO_FIRST,529,G8-319,1,Economy,2652,6520
8644,5,Indigo,476,6E-2077,1,Economy,2791,7098
8645,5,Indigo,540,6E-2047,1,Economy,2791,7098
8646,5,Indigo,609,6E-6182,1,Economy,2737,9868
8647,5,Indigo,607,6E-296,1,Economy,2722,10143
8648,4,GO_FIRST,545,G8-364,1,Economy,2792,10327
8649,5,Indigo,520,6E-5392,1,Economy,2793,10353
8650,3,Vistara,502,UK-651,1,Economy,2776,10773
8651,4,GO_FIRST,535,G8-365,1,Economy,2794,10589
8652,3,Vistara,565,UK-877,1,Economy,2614,11403
8653,3,Vistara,598,UK-873,1,Economy,2614,11403
8654,5,Indigo,606,6E-5386,1,Economy,2614,11403
8655,3,Vistara,565,UK-877,1,Economy,2673,11928
8656,3,Vistara,598,UK-873,1,Economy,2673,11928
8657,6,Air_India,500,AI-649,1,Economy,267,11888
8658,3,Vistara,515,UK-853,1,Economy,1089,12453
8659,5,Indigo,490,6E-939,1,Economy,2618,12814
8660,1,SpiceJet,509,SG-4417,1,Economy,1092,12847
8661,6,Air_India,587,AI-669,1,Economy,1060,13188
8662,6,Air_India,508,AI-651,1,Economy,1060,13188
8663,3,Vistara,603,UK-821,1,Economy,2679,13818
8664,6,Air_India,508,AI-651,1,Economy,2795,13608
8665,3,Vistara,550,UK-823,1,Economy,2682,14238
8666,3,Vistara,603,UK-821,1,Economy,2682,14238
8667,4,GO_FIRST,538,G8-511,1,Economy,2621,14133
8668,1,SpiceJet,546,SG-276,1,Economy,2572,14527
8669,6,Air_India,525,AI-681,1,Economy,2626,14658
8670,3,Vistara,552,UK-621,1,Economy,2575,15446
8671,6,Air_India,499,AI-639,1,Economy,2685,15183
8672,3,Vistara,568,UK-655,1,Economy,2796,15541
8673,1,SpiceJet,517,SG-349,1,Economy,1362,15233
8674,3,Vistara,526,UK-775,1,Economy,2750,15918
8675,4,GO_FIRST,537,G8-520,1,Economy,1570,15813
8676,4,GO_FIRST,480,G8-351,1,Economy,2751,16023
8677,3,Vistara,526,UK-775,1,Economy,2628,16443
8678,3,Vistara,521,UK-771,1,Economy,2689,17178
8679,6,Air_India,514,AI-611,1,Economy,2797,17861
8680,4,GO_FIRST,516,G8-349,1,Economy,2798,19513
8681,4,GO_FIRST,506,G8-287,1,Economy,2799,20013
8682,2,AirAsia,493,I5-631,1,Economy,2800,21225
8683,6,Air_India,556,AI-683,1,Economy,2801,21903
8684,6,Air_India,524,AI-9657,1,Economy,2801,21903
8685,6,Air_India,588,AI-9919,1,Economy,2801,21903
8686,3,Vistara,603,UK-821,1,Economy,2802,22743
8687,6,Air_India,554,AI-685,1,Economy,2803,22953
8688,3,Vistara,522,UK-825,1,Economy,2804,23898
8689,6,Air_India,575,AI-570,1,Economy,2754,23583
8690,6,Air_India,574,AI-663,1,Economy,2805,26103
8691,2,AirAsia,582,I5-620,1,Economy,2806,31799
8692,3,Vistara,482,UK-958,1,Economy,2547,6048
8693,5,Indigo,612,6E-248,1,Economy,2546,5943
8694,5,Indigo,613,6E-5395,1,Economy,2035,5939
8695,5,Indigo,475,6E-6004,1,Economy,2601,6153
8696,1,SpiceJet,517,SG-349,1,Economy,2602,6258
8697,5,Indigo,498,6E-6222,1,Economy,2702,6430
8698,4,GO_FIRST,474,G8-339,1,Economy,2652,6520
8699,5,Indigo,487,6E-416,1,Economy,2716,6521
8700,3,Vistara,595,UK-902,1,Economy,2606,6993
8701,5,Indigo,505,6E-6234,1,Economy,1414,6921
8702,5,Indigo,607,6E-296,1,Economy,1414,6921
8703,5,Indigo,520,6E-5392,1,Economy,1414,6921
8704,2,AirAsia,280,I5-767,1,Economy,2807,6967
8705,5,Indigo,476,6E-2077,1,Economy,2808,7833
8706,5,Indigo,566,6E-213,1,Economy,2552,7903
8707,1,SpiceJet,509,SG-4417,1,Economy,2809,8647
8708,6,Air_India,569,AI-637,1,Economy,2718,8988
8709,6,Air_India,514,AI-611,1,Economy,2810,9513
8710,5,Indigo,519,6E-5384,1,Economy,2737,9868
8711,6,Air_India,573,AI-645,1,Economy,2811,9976
8712,4,GO_FIRST,535,G8-365,1,Economy,2812,10011
8713,3,Vistara,568,UK-655,1,Economy,2813,10396
8714,3,Vistara,502,UK-651,1,Economy,2660,10616
8715,5,Indigo,534,6E-5372,1,Economy,2661,10358
8716,6,Air_India,558,AI-625,1,Economy,2666,10668
8717,6,Air_India,514,AI-611,1,Economy,2665,10931
8718,3,Vistara,512,UK-852,1,Economy,1494,11446
8719,3,Vistara,515,UK-853,1,Economy,2615,12243
8720,3,Vistara,599,UK-849,1,Economy,2615,12243
8721,3,Vistara,553,UK-865,1,Economy,2615,12243
8722,3,Vistara,601,UK-857,1,Economy,1089,12453
8723,4,GO_FIRST,516,G8-349,1,Economy,2814,12269
8724,4,GO_FIRST,576,G8-381,1,Economy,2814,12269
8725,3,Vistara,614,UK-861,1,Economy,2675,12663
8726,6,Air_India,587,AI-669,1,Economy,2742,12348
8727,6,Air_India,523,AI-673,1,Economy,2815,12694
8728,3,Vistara,604,UK-827,1,Economy,2620,13083
8729,3,Vistara,552,UK-621,1,Economy,2816,13136
8730,1,SpiceJet,546,SG-276,1,Economy,1092,12847
8731,3,Vistara,603,UK-821,1,Economy,2567,13398
8732,3,Vistara,521,UK-771,1,Economy,2725,13923
8733,6,Air_India,504,AI-675,1,Economy,2679,13818
8734,2,AirAsia,615,I5-471,1,Economy,2745,13840
8735,3,Vistara,526,UK-775,1,Economy,2714,14973
8736,6,Air_India,523,AI-673,1,Economy,2626,14658
8737,3,Vistara,550,UK-823,1,Economy,2687,15393
8738,6,Air_India,524,AI-9657,1,Economy,2687,15393
8739,3,Vistara,522,UK-825,1,Economy,2750,15918
8740,6,Air_India,556,AI-683,1,Economy,2579,15708
8741,4,GO_FIRST,559,G8-575,1,Economy,2751,16023
8742,3,Vistara,555,UK-841,1,Economy,2227,16391
8743,6,Air_India,574,AI-663,1,Economy,2817,16338
8744,6,Air_India,523,AI-673,1,Economy,2818,16474
8745,3,Vistara,521,UK-771,1,Economy,1479,17388
8746,3,Vistara,510,UK-613,1,Economy,2819,17546
8747,6,Air_India,547,AI-774,1,Economy,1479,17388
8748,4,GO_FIRST,578,G8-2440,1,Economy,2693,17493
8749,3,Vistara,603,UK-821,1,Economy,2820,18858
8750,6,Air_India,570,AI-655,1,Economy,2821,19741
8751,3,Vistara,522,UK-825,1,Economy,2640,20433
8752,5,Indigo,490,6E-939,1,Economy,2822,20470
8753,6,Air_India,554,AI-685,1,Economy,2801,21903
8754,2,AirAsia,582,I5-620,1,Economy,2823,24135
8755,4,GO_FIRST,557,G8-382,1,Economy,2598,24423
8756,4,GO_FIRST,560,G8-331,1,Economy,2824,25579
8757,4,GO_FIRST,578,G8-2440,1,Economy,2824,25579
8758,6,Air_India,577,AI-671,1,Economy,2825,26313
8759,3,Vistara,591,UK-954,1,Economy,2547,6048
8760,3,Vistara,542,UK-970,1,Economy,2547,6048
8761,4,GO_FIRST,616,G8-7536,1,Economy,2548,5942
8762,4,GO_FIRST,617,G8-7537,1,Economy,2548,5942
8763,4,GO_FIRST,618,G8-7538,1,Economy,2548,5942
8764,4,GO_FIRST,619,G8-341,1,Economy,2548,5942
8765,4,GO_FIRST,620,G8-345,1,Economy,2548,5942
8766,4,GO_FIRST,621,G8-321,1,Economy,2548,5942
8767,4,GO_FIRST,622,G8-2508,1,Economy,2548,5942
8768,5,Indigo,623,6E-5013,1,Economy,2546,5943
8769,2,AirAsia,624,I5-678,1,Economy,2035,5939
8770,5,Indigo,520,6E-5392,1,Economy,2035,5939
8771,2,AirAsia,625,I5-336,1,Economy,2035,5939
8772,5,Indigo,498,6E-6222,1,Economy,2035,5939
8773,4,GO_FIRST,545,G8-364,1,Economy,2548,5942
8774,4,GO_FIRST,626,G8-244,1,Economy,2548,5942
8775,4,GO_FIRST,627,G8-2417,1,Economy,2548,5942
8776,4,GO_FIRST,628,G8-7546,1,Economy,2548,5942
8777,4,GO_FIRST,629,G8-306,1,Economy,2548,5942
8778,4,GO_FIRST,630,G8-7545,1,Economy,2548,5942
8779,4,GO_FIRST,631,G8-371,1,Economy,2548,5942
8780,4,GO_FIRST,632,G8-2411,1,Economy,2548,5942
8781,4,GO_FIRST,633,G8-363,1,Economy,2548,5942
8782,3,Vistara,592,UK-930,1,Economy,2549,6363
8783,5,Indigo,476,6E-2077,1,Economy,2601,6153
8784,5,Indigo,520,6E-5392,1,Economy,2702,6430
8785,5,Indigo,495,6E-5382,1,Economy,2702,6430
8786,2,AirAsia,280,I5-767,1,Economy,2826,6547
8787,5,Indigo,498,6E-6222,1,Economy,1414,6921
8788,5,Indigo,534,6E-5372,1,Economy,2654,8394
8789,2,AirAsia,615,I5-471,1,Economy,2555,8452
8790,1,SpiceJet,509,SG-4417,1,Economy,2827,8489
8791,1,SpiceJet,546,SG-276,1,Economy,2809,8647
8792,3,Vistara,597,UK-653,1,Economy,2828,9093
8793,3,Vistara,597,UK-653,1,Economy,2829,9146
8794,6,Air_India,492,AI-631,1,Economy,2708,9556
8795,3,Vistara,568,UK-655,1,Economy,2811,9976
8796,6,Air_India,558,AI-625,1,Economy,2656,9828
8797,6,Air_India,548,AI-619,1,Economy,2722,10143
8798,6,Air_India,573,AI-645,1,Economy,2830,10291
8799,3,Vistara,552,UK-621,1,Economy,288,10721
8800,4,GO_FIRST,516,G8-349,1,Economy,2095,10537
8801,6,Air_India,548,AI-619,1,Economy,2658,10563
8802,6,Air_India,570,AI-655,1,Economy,2831,11236
8803,6,Air_India,508,AI-651,1,Economy,82,11678
8804,5,Indigo,490,6E-939,1,Economy,2832,11831
8805,4,GO_FIRST,557,G8-382,1,Economy,2833,11877
8806,3,Vistara,601,UK-857,1,Economy,2615,12243
8807,6,Air_India,585,AI-688,1,Economy,2834,11971
8808,5,Indigo,519,6E-5384,1,Economy,2835,12191
8809,6,Air_India,500,AI-649,1,Economy,194,12518
8810,4,GO_FIRST,560,G8-331,1,Economy,2836,13347
8811,3,Vistara,522,UK-825,1,Economy,2713,13713
8812,1,SpiceJet,584,SG-343,1,Economy,2837,13687
8813,6,Air_India,554,AI-685,1,Economy,2687,15393
8814,6,Air_India,556,AI-683,1,Economy,2628,16443
8815,6,Air_India,524,AI-9657,1,Economy,2628,16443
8816,6,Air_India,574,AI-663,1,Economy,2695,17703
8817,6,Air_India,589,AI-679,1,Economy,2838,25263
8818,3,Vistara,555,UK-841,1,Economy,2839,26366
8819,5,Indigo,634,6E-5376,1,Economy,2035,5939
8820,2,AirAsia,615,I5-471,1,Economy,2035,5939
8821,4,GO_FIRST,516,G8-349,1,Economy,2548,5942
8822,4,GO_FIRST,635,G8-325,1,Economy,2548,5942
8823,2,AirAsia,280,I5-767,1,Economy,2840,6127
8824,5,Indigo,634,6E-5376,1,Economy,1414,6921
8825,6,Air_India,549,AI-643,1,Economy,2841,8148
8826,2,AirAsia,582,I5-620,1,Economy,2555,8452
8827,1,SpiceJet,546,SG-276,1,Economy,2827,8489
8828,4,GO_FIRST,633,G8-363,1,Economy,2655,8857
8829,3,Vistara,597,UK-653,1,Economy,2842,9776
8830,6,Air_India,514,AI-611,1,Economy,2657,9933
8831,3,Vistara,552,UK-621,1,Economy,2758,11088
8832,5,Indigo,519,6E-5384,1,Economy,2779,11351
8833,4,GO_FIRST,560,G8-331,1,Economy,2835,12191
8834,3,Vistara,522,UK-825,1,Economy,2619,12978
8835,3,Vistara,521,UK-771,1,Economy,2619,12978
8836,6,Air_India,523,AI-673,1,Economy,2619,12978
8837,6,Air_India,577,AI-671,1,Economy,2619,12978
8838,6,Air_India,571,AI-607,1,Economy,2619,12978
8839,6,Air_India,523,AI-673,1,Economy,2843,13009
8840,3,Vistara,521,UK-771,1,Economy,2713,13713
8841,6,Air_India,577,AI-671,1,Economy,2685,15183
8842,6,Air_India,574,AI-663,1,Economy,2751,16023
8843,6,Air_India,556,AI-683,1,Economy,2817,16338
8844,6,Air_India,554,AI-685,1,Economy,2844,16758
8845,6,Air_India,575,AI-570,1,Economy,2636,19173
8846,3,Vistara,555,UK-841,1,Economy,2589,19646
8847,1,SpiceJet,584,SG-343,1,Economy,2602,6258
8848,3,Vistara,510,UK-613,1,Economy,2609,8358
8849,5,Indigo,520,6E-5392,1,Economy,2654,8394
8850,6,Air_India,585,AI-688,1,Economy,2733,9136
8851,3,Vistara,552,UK-621,1,Economy,2666,10668
8852,1,SpiceJet,517,SG-349,1,Economy,2845,10509
8853,3,Vistara,550,UK-823,1,Economy,2620,13083
8854,6,Air_India,499,AI-639,1,Economy,2619,12978
8855,3,Vistara,526,UK-775,1,Economy,2567,13398
8856,6,Air_India,577,AI-671,1,Economy,2567,13398
8857,6,Air_India,499,AI-639,1,Economy,2846,13503
8858,6,Air_India,571,AI-607,1,Economy,2846,13503
8859,6,Air_India,500,AI-649,1,Economy,319,13568
8860,6,Air_India,577,AI-671,1,Economy,2571,14343
8861,6,Air_India,556,AI-683,1,Economy,2687,15393
8862,6,Air_India,589,AI-679,1,Economy,2750,15918
8863,6,Air_India,554,AI-685,1,Economy,2751,16023
8864,6,Air_India,574,AI-663,1,Economy,1479,17388
8865,3,Vistara,555,UK-841,1,Economy,2847,18386
8866,3,Vistara,494,UK-996,1,Economy,2547,6048
8867,4,GO_FIRST,633,G8-363,1,Economy,2848,5718
8868,3,Vistara,511,UK-875,1,Economy,1328,6570
8869,3,Vistara,472,UK-994,1,Economy,2603,6678
8870,5,Indigo,562,6E-5017,1,Economy,2549,6363
8871,6,Air_India,548,AI-619,1,Economy,2849,6391
8872,3,Vistara,565,UK-877,1,Economy,2850,6780
8873,3,Vistara,511,UK-875,1,Economy,2851,6990
8874,6,Air_India,492,AI-631,1,Economy,692,6879
8875,6,Air_India,548,AI-619,1,Economy,2852,6888
8876,6,Air_India,549,AI-643,1,Economy,2853,7067
8877,3,Vistara,552,UK-621,1,Economy,2854,7555
8878,6,Air_India,586,AI-629,1,Economy,2855,7434
8879,6,Air_India,558,AI-625,1,Economy,2856,7718
8880,3,Vistara,510,UK-613,1,Economy,2857,8568
8881,5,Indigo,519,6E-5384,1,Economy,2654,8394
8882,6,Air_India,508,AI-651,1,Economy,751,8402
8883,3,Vistara,601,UK-857,1,Economy,2858,9151
8884,3,Vistara,553,UK-865,1,Economy,2858,9151
8885,6,Air_India,514,AI-611,1,Economy,2828,9093
8886,6,Air_India,500,AI-649,1,Economy,210,9998
8887,5,Indigo,606,6E-5386,1,Economy,2859,10196
8888,5,Indigo,520,6E-5392,1,Economy,2859,10196
8889,5,Indigo,607,6E-296,1,Economy,1916,10301
8890,6,Air_India,547,AI-774,1,Economy,2860,10451
8891,6,Air_India,525,AI-681,1,Economy,2666,10668
8892,6,Air_India,547,AI-774,1,Economy,975,11120
8893,3,Vistara,522,UK-825,1,Economy,2620,13083
8894,3,Vistara,603,UK-821,1,Economy,1060,13188
8895,3,Vistara,521,UK-771,1,Economy,2567,13398
8896,3,Vistara,521,UK-771,1,Economy,2846,13503
8897,3,Vistara,604,UK-827,1,Economy,2679,13818
8898,6,Air_India,523,AI-673,1,Economy,2682,14238
8899,6,Air_India,577,AI-671,1,Economy,2626,14658
