flight_id,ticket_id,airline_name_id,flight_number_id
5329,5329,3,7
5330,5330,5,26
5331,5331,3,5
5332,5332,6,40
5333,5333,6,141
5334,5334,1,376
5335,5335,5,390
5336,5336,5,416
5337,5337,5,395
5338,5338,5,394
5339,5339,5,277
5340,5340,5,398
5341,5341,5,407
5342,5342,5,383
5343,5343,5,396
5344,5344,5,400
5345,5345,5,135
5346,5346,5,139
5347,5347,5,299
5348,5348,5,332
5349,5349,5,392
5350,5350,5,72
5351,5351,5,415
5352,5352,5,181
5353,5353,3,77
5354,5354,1,338
5355,5355,1,298
5356,5356,4,419
5357,5357,6,49
5358,5358,6,51
5359,5359,5,397
5360,5360,5,401
5361,5361,5,402
5362,5362,5,373
5363,5363,5,403
5364,5364,5,275
5365,5365,5,385
5366,5366,5,374
5367,5367,1,38
5368,5368,4,121
5369,5369,6,50
5370,5370,1,388
5371,5371,4,193
5372,5372,4,192
5373,5373,4,11
5374,5374,4,195
5375,5375,4,10
5376,5376,4,191
5377,5377,4,324
5378,5378,4,296
5379,5379,4,272
5380,5380,4,132
5381,5381,4,379
5382,5382,1,375
5383,5383,5,378
5384,5384,1,376
5385,5385,1,375
5386,5386,6,182
5387,5387,5,398
5388,5388,5,418
5389,5389,5,374
5390,5390,5,381
5391,5391,5,422
5392,5392,5,401
5393,5393,5,402
5394,5394,5,109
5395,5395,5,387
5396,5396,5,175
5397,5397,5,385
5398,5398,1,338
5399,5399,1,298
5400,5400,5,407
5401,5401,6,89
5402,5402,6,50
5403,5403,1,38
5404,5404,5,139
5405,5405,5,397
5406,5406,5,277
5407,5407,6,386
5408,5408,5,383
5409,5409,1,388
5410,5410,6,40
5411,5411,1,375
5412,5412,1,376
5413,5413,4,132
5414,5414,5,390
5415,5415,1,375
5416,5416,3,74
5417,5417,3,57
5418,5418,3,32
5419,5419,5,387
5420,5420,5,397
5421,5421,5,385
5422,5422,5,299
5423,5423,5,392
5424,5424,5,378
5425,5425,5,26
5426,5426,5,16
5427,5427,6,68
5428,5428,5,15
5429,5429,5,297
5430,5430,5,370
5431,5431,4,205
5432,5432,4,121
5433,5433,6,153
5434,5434,6,153
5435,5435,4,132
5436,5436,5,390
5437,5437,1,375
5438,5438,1,38
5439,5439,5,403
5440,5440,5,135
5441,5441,5,374
5442,5442,6,85
5443,5443,4,21
5444,5444,1,338
5445,5445,1,298
5446,5446,2,295
5447,5447,2,282
5448,5448,5,401
5449,5449,6,176
5450,5450,5,332
5451,5451,5,175
5452,5452,4,205
5453,5453,4,121
5454,5454,5,139
5455,5455,1,375
5456,5456,1,375
5457,5457,1,38
5458,5458,5,390
5459,5459,5,181
5460,5460,5,187
5461,5461,5,197
5462,5462,5,418
5463,5463,5,397
5464,5464,5,394
5465,5465,5,277
5466,5466,1,365
5467,5467,6,212
5468,5468,5,413
5469,5469,5,387
5470,5470,5,16
5471,5471,5,392
5472,5472,1,298
5473,5473,1,338
5474,5474,6,176
5475,5475,4,325
5476,5476,5,398
5477,5477,6,386
5478,5478,5,15
5479,5479,5,378
5480,5480,5,135
5481,5481,6,100
5482,5482,5,401
5483,5483,5,402
5484,5484,6,87
5485,5485,3,114
5486,5486,1,375
5487,5487,6,37
5488,5488,5,332
5489,5489,2,164
5490,5490,5,381
5491,5491,6,49
5492,5492,6,68
5493,5493,6,50
5494,5494,6,51
5495,5495,1,365
5496,5496,5,387
5497,5497,6,85
5498,5498,5,395
5499,5499,5,397
5500,5500,5,374
5501,5501,5,277
5502,5502,5,139
5503,5503,1,298
5504,5504,5,385
5505,5505,5,175
5506,5506,6,89
5507,5507,5,400
5508,5508,5,416
5509,5509,1,388
5510,5510,5,407
5511,5511,4,324
5512,5512,5,403
5513,5513,5,275
5514,5514,5,383
5515,5515,5,383
5516,5516,5,392
5517,5517,3,57
5518,5518,5,402
5519,5519,5,390
5520,5520,5,364
5521,5521,5,418
5522,5522,5,374
5523,5523,5,401
5524,5524,5,402
5525,5525,5,387
5526,5526,5,407
5527,5527,5,135
5528,5528,5,415
5529,5529,5,416
5530,5530,5,385
5531,5531,5,395
5532,5532,5,277
5533,5533,5,397
5534,5534,5,297
5535,5535,5,15
5536,5536,5,26
5537,5537,6,40
5538,5538,5,383
5539,5539,5,392
5540,5540,5,383
5541,5541,1,375
5542,5542,5,390
5543,5543,6,83
5544,5544,5,299
5545,5545,5,416
5546,5546,6,85
5547,5547,5,277
5548,5548,6,89
5549,5549,4,121
5550,5550,5,407
5551,5551,5,415
5552,5552,5,72
5553,5553,5,396
5554,5554,5,397
5555,5555,4,93
5556,5556,5,383
5557,5557,5,394
5558,5558,5,390
5559,5559,1,376
5560,5560,6,182
5561,5561,4,325
5562,5562,5,401
5563,5563,5,402
5564,5564,2,293
5565,5565,5,398
5566,5566,5,109
5567,5567,6,49
5568,5568,6,68
5569,5569,2,184
5570,5570,5,277
5571,5571,6,176
5572,5572,5,387
5573,5573,6,89
5574,5574,6,98
5575,5575,6,50
5576,5576,5,394
5577,5577,5,422
5578,5578,5,395
5579,5579,5,416
5580,5580,5,397
5581,5581,5,400
5582,5582,3,92
5583,5583,5,374
5584,5584,3,25
5585,5585,4,192
5586,5586,5,373
5587,5587,3,45
5588,5588,1,388
5589,5589,6,386
5590,5590,4,94
5591,5591,5,175
5592,5592,3,78
5593,5593,5,381
5594,5594,5,407
5595,5595,3,81
5596,5596,3,57
5597,5597,3,74
5598,5598,4,379
5599,5599,3,32
5600,5600,1,375
5601,5601,5,390
5602,5602,1,375
5603,5603,5,383
5604,5604,1,376
5605,5605,5,181
5606,5606,5,373
5607,5607,5,403
5608,5608,5,15
5609,5609,4,325
5610,5610,2,293
5611,5611,5,407
5612,5612,5,387
5613,5613,6,87
5614,5614,5,16
5615,5615,5,297
5616,5616,4,205
5617,5617,5,392
5618,5618,5,383
5619,5619,5,383
5620,5620,5,390
5621,5621,1,375
5622,5622,1,375
5623,5623,5,401
5624,5624,5,402
5625,5625,1,38
5626,5626,5,299
5627,5627,5,397
5628,5628,6,412
5629,5629,5,332
5630,5630,5,387
5631,5631,5,297
5632,5632,5,385
5633,5633,1,388
5634,5634,6,43
5635,5635,5,16
5636,5636,5,390
5637,5637,5,332
5638,5638,5,397
5639,5639,5,404
5640,5640,6,18
5641,5641,6,17
5642,5642,6,89
5643,5643,5,390
5644,5644,5,395
5645,5645,5,387
5646,5646,5,26
5647,5647,5,277
5648,5648,2,423
5649,5649,6,111
5650,5650,6,85
5651,5651,6,43
5652,5652,5,277
5653,5653,1,316
5654,5654,2,224
5655,5655,5,424
5656,5656,5,425
5657,5657,5,426
5658,5658,5,344
5659,5659,4,101
5660,5660,4,246
5661,5661,5,427
5662,5662,5,428
5663,5663,5,240
5664,5664,5,232
5665,5665,5,429
5666,5666,5,241
5667,5667,5,430
5668,5668,5,431
5669,5669,5,432
5670,5670,4,251
5671,5671,1,433
5672,5672,1,434
5673,5673,6,58
5674,5674,5,435
5675,5675,5,436
5676,5676,6,257
5677,5677,2,420
5678,5678,5,437
5679,5679,5,343
5680,5680,5,438
5681,5681,4,325
5682,5682,4,248
5683,5683,5,54
5684,5684,6,37
5685,5685,4,439
5686,5686,5,440
5687,5687,5,407
5688,5688,4,95
5689,5689,5,277
5690,5690,1,441
5691,5691,3,74
5692,5692,3,122
5693,5693,6,182
5694,5694,5,435
5695,5695,5,430
5696,5696,5,428
5697,5697,5,431
5698,5698,5,438
5699,5699,4,101
5700,5700,4,246
5701,5701,5,440
5702,5702,5,425
5703,5703,5,436
5704,5704,5,54
5705,5705,6,85
5706,5706,5,407
5707,5707,6,43
5708,5708,3,74
5709,5709,5,344
5710,5710,5,54
5711,5711,5,427
5712,5712,6,153
5713,5713,6,235
5714,5714,6,37
5715,5715,1,441
5716,5716,5,437
5717,5717,1,375
5718,5718,3,74
5719,5719,3,32
5720,5720,5,54
5721,5721,5,343
5722,5722,6,41
5723,5723,5,437
5724,5724,5,427
5725,5725,1,441
5726,5726,3,64
5727,5727,1,375
5728,5728,3,32
5729,5729,3,113
5730,5730,5,279
5731,5731,6,105
5732,5732,6,106
5733,5733,1,269
5734,5734,6,111
5735,5735,3,114
5736,5736,3,57
5737,5737,5,274
5738,5738,2,189
5739,5739,6,283
5740,5740,6,23
5741,5741,3,64
5742,5742,5,374
5743,5743,1,316
5744,5744,6,104
5745,5745,6,39
5746,5746,6,40
5747,5747,6,41
5748,5748,6,42
5749,5749,4,22
5750,5750,5,442
5751,5751,3,25
5752,5752,6,154
5753,5753,6,43
5754,5754,2,206
5755,5755,2,207
5756,5756,6,80
5757,5757,5,400
5758,5758,3,32
5759,5759,3,33
5760,5760,3,34
5761,5761,5,62
5762,5762,3,45
5763,5763,5,443
5764,5764,6,49
5765,5765,6,50
5766,5766,6,51
5767,5767,3,45
5768,5768,3,59
5769,5769,6,83
5770,5770,6,84
5771,5771,6,40
5772,5772,6,41
5773,5773,6,42
5774,5774,3,91
5775,5775,3,69
5776,5776,6,68
5777,5777,3,7
5778,5778,3,91
5779,5779,3,69
5780,5780,3,77
5781,5781,3,79
5782,5782,6,89
5783,5783,3,78
5784,5784,3,64
5785,5785,5,274
5786,5786,6,80
5787,5787,5,278
5788,5788,5,279
5789,5789,5,318
5790,5790,1,316
5791,5791,3,113
5792,5792,4,325
5793,5793,3,114
5794,5794,3,57
5795,5795,3,81
5796,5796,5,299
5797,5797,5,277
5798,5798,2,314
5799,5799,3,5
5800,5800,3,91
5801,5801,3,69
5802,5802,3,45
5803,5803,3,92
5804,5804,6,102
5805,5805,6,18
5806,5806,6,17
5807,5807,6,99
5808,5808,6,100
5809,5809,3,4
5810,5810,3,7
5811,5811,3,8
5812,5812,3,25
5813,5813,5,410
5814,5814,5,374
5815,5815,5,410
5816,5816,5,400
5817,5817,1,269
5818,5818,3,61
5819,5819,5,62
5820,5820,4,22
5821,5821,6,40
5822,5822,5,72
5823,5823,3,79
5824,5824,6,117
5825,5825,6,117
5826,5826,3,114
5827,5827,6,111
5828,5828,1,444
5829,5829,3,113
5830,5830,3,81
5831,5831,3,64
5832,5832,5,274
5833,5833,6,283
5834,5834,3,57
5835,5835,3,7
5836,5836,3,4
5837,5837,3,91
5838,5838,3,69
5839,5839,5,442
5840,5840,5,374
5841,5841,3,7
5842,5842,3,5
5843,5843,4,325
5844,5844,3,91
5845,5845,3,69
5846,5846,6,445
5847,5847,6,285
5848,5848,3,6
5849,5849,5,72
5850,5850,6,49
5851,5851,6,68
5852,5852,6,51
5853,5853,5,410
5854,5854,6,154
5855,5855,2,207
5856,5856,2,19
5857,5857,2,314
5858,5858,5,400
5859,5859,2,305
5860,5860,6,65
5861,5861,5,62
5862,5862,3,45
5863,5863,3,8
5864,5864,1,269
5865,5865,6,50
5866,5866,6,141
5867,5867,3,92
5868,5868,3,92
5869,5869,6,41
5870,5870,3,77
5871,5871,1,446
5872,5872,1,444
5873,5873,3,113
5874,5874,3,57
5875,5875,3,64
5876,5876,4,325
5877,5877,5,318
5878,5878,2,309
5879,5879,2,305
5880,5880,2,314
5881,5881,5,274
5882,5882,3,81
5883,5883,5,72
5884,5884,2,206
5885,5885,2,207
5886,5886,5,62
5887,5887,6,104
5888,5888,5,400
5889,5889,1,269
5890,5890,6,283
5891,5891,3,25
5892,5892,3,8
5893,5893,3,6
5894,5894,3,4
5895,5895,3,7
5896,5896,6,149
5897,5897,3,74
5898,5898,5,410
5899,5899,5,447
5900,5900,3,60
5901,5901,3,32
5902,5902,3,33
5903,5903,3,34
5904,5904,3,35
5905,5905,3,36
5906,5906,6,49
5907,5907,6,141
5908,5908,6,68
5909,5909,6,50
5910,5910,3,74
5911,5911,3,122
5912,5912,4,129
5913,5913,6,37
5914,5914,5,447
5915,5915,4,22
5916,5916,3,79
5917,5917,6,84
5918,5918,5,443
5919,5919,1,316
5920,5920,3,77
5921,5921,3,78
5922,5922,6,179
5923,5923,6,117
5924,5924,3,57
5925,5925,5,339
5926,5926,5,274
5927,5927,5,72
5928,5928,3,162
5929,5929,3,160
5930,5930,3,161
5931,5931,3,159
5932,5932,3,92
5933,5933,3,163
5934,5934,5,400
5935,5935,5,374
5936,5936,3,171
5937,5937,3,170
5938,5938,3,74
5939,5939,3,122
5940,5940,6,39
5941,5941,6,141
5942,5942,5,416
5943,5943,6,58
5944,5944,6,127
5945,5945,6,117
5946,5946,3,81
5947,5947,5,333
5948,5948,6,212
5949,5949,5,56
5950,5950,3,159
5951,5951,5,186
5952,5952,5,181
5953,5953,5,410
5954,5954,6,40
5955,5955,6,41
5956,5956,6,42
5957,5957,5,443
5958,5958,6,43
5959,5959,5,186
5960,5960,6,58
5961,5961,5,416
5962,5962,5,181
5963,5963,6,117
5964,5964,6,179
5965,5965,3,81
5966,5966,6,105
5967,5967,2,314
5968,5968,5,410
5969,5969,5,288
5970,5970,6,154
5971,5971,6,285
5972,5972,5,448
5973,5973,6,180
5974,5974,5,442
5975,5975,6,168
5976,5976,6,151
5977,5977,5,181
5978,5978,5,374
5979,5979,5,72
5980,5980,2,206
5981,5981,6,58
5982,5982,6,83
5983,5983,6,84
5984,5984,5,181
5985,5985,2,305
5986,5986,4,129
5987,5987,3,81
5988,5988,1,316
5989,5989,5,181
5990,5990,6,154
5991,5991,5,410
5992,5992,5,62
5993,5993,3,159
5994,5994,3,69
5995,5995,5,374
5996,5996,3,171
5997,5997,3,60
5998,5998,3,32
5999,5999,5,416
6000,6000,4,22
6001,6001,5,443
6002,6002,2,305
6003,6003,4,129
6004,6004,6,83
6005,6005,3,57
6006,6006,5,279
6007,6007,3,161
6008,6008,6,99
6009,6009,6,100
6010,6010,6,23
6011,6011,6,154
6012,6012,5,410
6013,6013,5,442
6014,6014,3,74
6015,6015,6,412
6016,6016,2,164
6017,6017,5,181
6018,6018,5,416
6019,6019,4,22
6020,6020,6,40
6021,6021,6,89
6022,6022,6,65
6023,6023,5,186
6024,6024,5,62
6025,6025,5,288
6026,6026,5,72
6027,6027,6,117
6028,6028,2,207
6029,6029,5,277
6030,6030,5,333
6031,6031,3,57
6032,6032,3,64
6033,6033,5,274
6034,6034,2,323
6035,6035,6,80
6036,6036,6,283
6037,6037,3,69
6038,6038,3,6
6039,6039,3,163
6040,6040,5,181
6041,6041,6,180
6042,6042,6,149
6043,6043,6,18
6044,6044,6,17
6045,6045,3,161
6046,6046,3,91
6047,6047,5,374
6048,6048,5,442
6049,6049,6,100
6050,6050,6,154
6051,6051,6,99
6052,6052,3,159
6053,6053,3,60
6054,6054,5,449
6055,6055,5,416
6056,6056,5,72
6057,6057,5,181
6058,6058,3,92
6059,6059,5,288
6060,6060,3,33
6061,6061,3,34
6062,6062,3,32
6063,6063,6,58
6064,6064,6,65
6065,6065,6,49
6066,6066,6,117
6067,6067,2,206
6068,6068,2,207
6069,6069,2,206
6070,6070,2,207
6071,6071,2,305
6072,6072,4,330
6073,6073,2,420
6074,6074,2,323
6075,6075,5,299
6076,6076,6,102
6077,6077,2,207
6078,6078,5,443
6079,6079,5,416
6080,6080,4,129
6081,6081,6,49
6082,6082,5,62
6083,6083,6,83
6084,6084,6,117
6085,6085,6,68
6086,6086,2,206
6087,6087,2,207
6088,6088,2,19
6089,6089,5,410
6090,6090,5,288
6091,6091,5,72
6092,6092,6,99
6093,6093,3,74
6094,6094,3,122
6095,6095,6,127
6096,6096,6,117
6097,6097,2,206
6098,6098,2,207
6099,6099,6,80
6100,6100,5,443
6101,6101,5,410
6102,6102,2,305
6103,6103,6,68
6104,6104,6,50
6105,6105,5,181
6106,6106,5,416
6107,6107,6,41
6108,6108,6,141
6109,6109,6,117
6110,6110,5,56
6111,6111,3,74
6112,6112,6,111
6113,6113,3,159
6114,6114,3,92
6115,6115,3,91
6116,6116,3,69
6117,6117,3,45
6118,6118,3,163
6119,6119,3,25
6120,6120,3,8
6121,6121,3,161
6122,6122,3,6
6123,6123,3,4
6124,6124,3,7
6125,6125,3,5
6126,6126,6,104
6127,6127,6,154
6128,6128,6,99
6129,6129,6,100
6130,6130,6,23
6131,6131,3,171
6132,6132,3,60
6133,6133,3,32
6134,6134,3,33
6135,6135,3,34
6136,6136,3,35
6137,6137,3,36
6138,6138,5,288
6139,6139,6,65
6140,6140,6,58
6141,6141,3,25
6142,6142,3,8
6143,6143,3,161
6144,6144,3,6
6145,6145,3,4
6146,6146,3,7
6147,6147,3,5
6148,6148,3,162
6149,6149,3,160
6150,6150,6,168
6151,6151,6,151
6152,6152,6,285
6153,6153,4,21
6154,6154,3,74
6155,6155,3,122
6156,6156,5,416
6157,6157,6,117
6158,6158,3,114
6159,6159,3,113
6160,6160,2,189
6161,6161,2,184
6162,6162,2,420
6163,6163,2,164
6164,6164,2,19
6165,6165,4,419
6166,6166,4,330
6167,6167,5,299
6168,6168,5,339
6169,6169,4,325
6170,6170,3,57
6171,6171,3,81
6172,6172,3,64
6173,6173,1,446
6174,6174,1,444
6175,6175,5,278
6176,6176,5,279
6177,6177,5,318
6178,6178,5,274
6179,6179,5,277
6180,6180,5,333
6181,6181,6,111
6182,6182,6,105
6183,6183,6,80
6184,6184,6,106
6185,6185,2,309
6186,6186,1,316
6187,6187,1,269
6188,6188,2,323
6189,6189,4,199
6190,6190,4,201
6191,6191,2,314
6192,6192,5,442
6193,6193,6,23
6194,6194,5,374
6195,6195,3,160
6196,6196,6,102
6197,6197,6,149
6198,6198,6,18
6199,6199,6,17
6200,6200,6,99
6201,6201,6,100
6202,6202,2,282
6203,6203,6,180
6204,6204,3,92
6205,6205,3,160
6206,6206,3,162
6207,6207,5,410
6208,6208,3,33
6209,6209,3,34
6210,6210,3,35
6211,6211,3,36
6212,6212,3,170
6213,6213,3,171
6214,6214,3,60
6215,6215,3,32
6216,6216,3,25
6217,6217,3,8
6218,6218,3,161
6219,6219,3,6
6220,6220,3,4
6221,6221,3,7
6222,6222,6,42
6223,6223,4,120
6224,6224,3,159
6225,6225,3,5
6226,6226,3,162
6227,6227,3,45
6228,6228,3,163
6229,6229,6,39
6230,6230,3,91
6231,6231,5,443
6232,6232,6,104
6233,6233,6,154
6234,6234,3,69
6235,6235,3,171
6236,6236,3,60
6237,6237,3,32
6238,6238,3,33
6239,6239,3,34
6240,6240,3,35
6241,6241,3,36
6242,6242,3,170
6243,6243,4,22
6244,6244,4,21
6245,6245,6,85
6246,6246,6,141
6247,6247,6,50
6248,6248,6,283
6249,6249,5,62
6250,6250,6,40
6251,6251,6,41
6252,6252,6,89
6253,6253,6,49
6254,6254,6,83
6255,6255,6,84
6256,6256,6,42
6257,6257,6,39
6258,6258,6,141
6259,6259,6,40
6260,6260,6,41
6261,6261,5,416
6262,6262,2,305
6263,6263,6,117
6264,6264,6,58
6265,6265,6,65
6266,6266,6,68
6267,6267,3,64
6268,6268,3,57
6269,6269,5,277
6270,6270,5,299
6271,6271,5,278
6272,6272,2,314
6273,6273,6,102
6274,6274,6,149
6275,6275,6,18
6276,6276,6,17
6277,6277,5,442
6278,6278,3,159
6279,6279,3,92
6280,6280,3,91
6281,6281,3,163
6282,6282,3,25
6283,6283,3,8
6284,6284,3,161
6285,6285,3,6
6286,6286,3,4
6287,6287,3,7
6288,6288,3,5
6289,6289,2,189
6290,6290,6,180
6291,6291,6,412
6292,6292,5,62
6293,6293,3,69
6294,6294,3,45
6295,6295,6,85
6296,6296,6,39
6297,6297,6,39
6298,6298,6,285
6299,6299,5,416
6300,6300,6,42
6301,6301,6,141
6302,6302,6,141
6303,6303,3,74
6304,6304,2,282
6305,6305,5,72
6306,6306,4,21
6307,6307,6,39
6308,6308,6,58
6309,6309,6,89
6310,6310,6,40
6311,6311,6,65
6312,6312,6,42
6313,6313,6,141
6314,6314,5,288
6315,6315,6,40
6316,6316,4,129
6317,6317,6,117
6318,6318,3,57
6319,6319,3,81
6320,6320,4,325
6321,6321,5,274
6322,6322,5,277
6323,6323,6,111
6324,6324,4,330
6325,6325,6,23
6326,6326,5,279
6327,6327,5,374
6328,6328,6,99
6329,6329,5,449
6330,6330,5,416
6331,6331,6,100
6332,6332,6,445
6333,6333,2,189
6334,6334,6,283
6335,6335,3,91
6336,6336,6,42
6337,6337,3,69
6338,6338,2,19
6339,6339,3,25
6340,6340,6,39
6341,6341,5,62
6342,6342,6,65
6343,6343,6,58
6344,6344,6,40
6345,6345,6,41
6346,6346,5,288
6347,6347,5,416
6348,6348,5,72
6349,6349,6,285
6350,6350,6,49
6351,6351,4,21
6352,6352,6,83
6353,6353,6,84
6354,6354,3,92
6355,6355,2,206
6356,6356,2,207
6357,6357,2,305
6358,6358,2,207
6359,6359,6,68
6360,6360,3,81
6361,6361,2,314
6362,6362,5,279
6363,6363,6,106
6364,6364,2,282
6365,6365,5,56
6366,6366,6,102
6367,6367,6,180
6368,6368,6,149
6369,6369,6,98
6370,6370,6,18
6371,6371,6,17
6372,6372,6,100
6373,6373,6,58
6374,6374,6,99
6375,6375,6,89
6376,6376,5,450
6377,6377,6,65
6378,6378,3,159
6379,6379,6,41
6380,6380,6,41
6381,6381,6,179
6382,6382,6,141
6383,6383,6,40
6384,6384,6,40
6385,6385,6,141
6386,6386,6,285
6387,6387,6,83
6388,6388,5,416
6389,6389,6,49
6390,6390,6,68
6391,6391,6,84
6392,6392,2,206
6393,6393,2,207
6394,6394,2,305
6395,6395,6,41
6396,6396,2,282
6397,6397,2,309
6398,6398,5,332
6399,6399,6,105
6400,6400,4,325
6401,6401,5,278
6402,6402,5,62
6403,6403,6,99
6404,6404,5,451
6405,6405,5,452
6406,6406,2,19
6407,6407,5,400
6408,6408,2,206
6409,6409,2,305
6410,6410,3,159
6411,6411,6,283
6412,6412,6,83
6413,6413,6,84
6414,6414,6,65
6415,6415,4,21
6416,6416,5,288
6417,6417,5,336
6418,6418,4,129
6419,6419,6,49
6420,6420,6,68
6421,6421,6,50
6422,6422,6,41
6423,6423,6,141
6424,6424,6,218
6425,6425,2,207
6426,6426,6,117
6427,6427,6,212
6428,6428,6,49
6429,6429,6,68
6430,6430,6,51
6431,6431,6,50
6432,6432,6,58
6433,6433,6,100
6434,6434,6,179
6435,6435,6,65
6436,6436,6,285
6437,6437,6,41
6438,6438,6,41
6439,6439,4,129
6440,6440,6,117
6441,6441,2,19
6442,6442,5,278
6443,6443,2,206
6444,6444,2,305
6445,6445,6,65
6446,6446,6,83
6447,6447,6,84
6448,6448,4,21
6449,6449,2,207
6450,6450,6,50
6451,6451,6,218
6452,6452,6,37
6453,6453,6,43
6454,6454,4,129
6455,6455,6,117
6456,6456,6,111
6457,6457,6,80
6458,6458,6,85
6459,6459,6,89
6460,6460,4,22
6461,6461,6,58
6462,6462,6,40
6463,6463,6,40
6464,6464,6,218
6465,6465,2,305
6466,6466,6,68
6467,6467,2,19
6468,6468,2,206
6469,6469,6,51
6470,6470,6,50
6471,6471,6,85
6472,6472,6,89
6473,6473,6,65
6474,6474,3,34
6475,6475,3,35
6476,6476,6,218
6477,6477,6,154
6478,6478,6,83
6479,6479,5,336
6480,6480,4,129
6481,6481,2,314
6482,6482,5,318
6483,6483,2,282
6484,6484,2,309
6485,6485,5,62
6486,6486,3,91
6487,6487,6,84
6488,6488,3,33
6489,6489,3,32
6490,6490,3,34
6491,6491,6,117
6492,6492,2,206
6493,6493,2,207
6494,6494,6,84
6495,6495,6,179
6496,6496,2,207
6497,6497,2,305
6498,6498,6,40
6499,6499,6,40
6500,6500,6,151
6501,6501,5,62
6502,6502,3,162
6503,6503,3,114
6504,6504,6,218
6505,6505,6,117
6506,6506,2,305
6507,6507,6,65
6508,6508,6,51
6509,6509,6,117
6510,6510,6,212
6511,6511,6,84
6512,6512,4,129
6513,6513,6,117
6514,6514,3,113
6515,6515,5,333
6516,6516,6,83
6517,6517,4,129
6518,6518,6,117
6519,6519,2,282
6520,6520,5,56
6521,6521,6,49
6522,6522,6,68
6523,6523,6,50
6524,6524,6,58
6525,6525,5,452
6526,6526,6,65
6527,6527,6,89
6528,6528,5,181
6529,6529,5,288
6530,6530,5,72
6531,6531,6,218
6532,6532,5,336
6533,6533,1,444
6534,6534,5,62
6535,6535,5,451
6536,6536,5,450
6537,6537,5,56
6538,6538,5,452
6539,6539,5,288
6540,6540,5,181
6541,6541,5,442
6542,6542,5,410
6543,6543,5,443
6544,6544,5,400
6545,6545,5,72
6546,6546,6,50
6547,6547,5,374
6548,6548,3,74
6549,6549,6,84
6550,6550,6,58
6551,6551,6,83
6552,6552,4,202
6553,6553,4,208
6554,6554,4,30
6555,6555,5,336
6556,6556,6,218
6557,6557,1,269
6558,6558,6,117
6559,6559,1,316
6560,6560,5,442
6561,6561,3,64
6562,6562,5,279
6563,6563,5,274
6564,6564,5,62
6565,6565,5,374
6566,6566,5,450
6567,6567,6,50
6568,6568,4,199
6569,6569,6,58
6570,6570,5,449
6571,6571,5,416
6572,6572,5,318
6573,6573,5,277
6574,6574,2,19
6575,6575,6,83
6576,6576,4,129
6577,6577,4,142
6578,6578,4,208
6579,6579,6,117
6580,6580,5,374
6581,6581,5,333
6582,6582,4,22
6583,6583,4,30
6584,6584,6,117
6585,6585,2,19
6586,6586,5,299
6587,6587,4,201
6588,6588,5,278
6589,6589,5,56
6590,6590,5,336
6591,6591,5,62
6592,6592,4,21
6593,6593,4,129
6594,6594,3,114
6595,6595,5,279
6596,6596,5,451
6597,6597,5,56
6598,6598,4,325
6599,6599,6,98
6600,6600,5,443
6601,6601,5,181
6602,6602,4,208
6603,6603,6,218
6604,6604,4,129
6605,6605,6,117
6606,6606,5,62
6607,6607,2,164
6608,6608,2,19
6609,6609,5,333
6610,6610,4,199
6611,6611,5,400
6612,6612,5,451
6613,6613,5,443
6614,6614,5,442
6615,6615,5,181
6616,6616,5,374
6617,6617,5,181
6618,6618,5,72
6619,6619,5,288
6620,6620,5,410
6621,6621,5,450
6622,6622,2,305
6623,6623,4,129
6624,6624,2,206
6625,6625,6,117
6626,6626,5,62
6627,6627,5,443
6628,6628,5,181
6629,6629,5,181
6630,6630,5,288
6631,6631,5,336
6632,6632,4,129
6633,6633,6,117
6634,6634,2,189
6635,6635,6,83
6636,6636,6,49
6637,6637,5,181
6638,6638,5,410
6639,6639,5,450
6640,6640,6,65
6641,6641,6,58
6642,6642,4,202
6643,6643,5,336
6644,6644,6,117
6645,6645,2,420
6646,6646,2,189
6647,6647,6,49
6648,6648,6,68
6649,6649,2,314
6650,6650,5,442
6651,6651,5,451
6652,6652,5,374
6653,6653,6,50
6654,6654,5,449
6655,6655,5,416
6656,6656,2,207
6657,6657,5,62
6658,6658,5,400
6659,6659,3,92
6660,6660,6,58
6661,6661,3,25
6662,6662,3,171
6663,6663,3,60
6664,6664,3,45
6665,6665,4,208
6666,6666,4,30
6667,6667,5,336
6668,6668,4,129
6669,6669,4,142
6670,6670,5,443
6671,6671,2,164
6672,6672,5,62
6673,6673,5,299
6674,6674,5,400
6675,6675,6,117
6676,6676,2,309
6677,6677,2,164
6678,6678,4,208
6679,6679,4,30
6680,6680,5,278
6681,6681,5,279
6682,6682,5,318
6683,6683,6,51
6684,6684,6,117
6685,6685,2,305
6686,6686,2,189
6687,6687,5,299
6688,6688,6,65
6689,6689,5,181
6690,6690,4,324
6691,6691,4,296
6692,6692,4,272
6693,6693,6,85
6694,6694,5,278
6695,6695,5,239
6696,6696,5,453
6697,6697,5,435
6698,6698,5,234
6699,6699,2,224
6700,6700,2,206
6701,6701,2,207
6702,6702,2,305
6703,6703,5,344
6704,6704,4,325
6705,6705,5,250
6706,6706,5,345
6707,6707,5,237
6708,6708,5,454
6709,6709,5,227
6710,6710,4,121
6711,6711,6,80
6712,6712,5,455
6713,6713,5,430
6714,6714,5,431
6715,6715,5,456
6716,6716,5,279
6717,6717,5,356
6718,6718,6,83
6719,6719,6,84
6720,6720,4,324
6721,6721,4,132
6722,6722,4,346
6723,6723,4,142
6724,6724,4,276
6725,6725,4,273
